      1 ckb
      1 hy
      1 kn
      1 ml
      1 ps
      2 am
      3 bg
      4 bn
      7 ne
      7 ta
      9 mr
     10 el
     12 sr
     15 uk
     23 te
     36 si
     56 vi
    125 sl
    159 iw
    161 ur
    165 th
    168 is
    198 ko
    202 hu
    205 cs
    217 lv
    229 ro
    234 lt
    294 ru
    338 hi
    349 zh
    361 eu
    481 fi
    528 ca
    551 da
    574 pl
    583 fa
    605 no
    647 sv
    900 nl
    960 tr
   1051 cy
   1220 it
   1268 et
   1299 de
   1388 ja
   2355 ar
   2904 fr
   3041 in
   3733 tl
   4986 pt
   5579 ht
  23530 es
 122080 und
 871701 en
