      1 "ER"
      1 "TF"
      1 "TV"
      1 "UM"
      2 "EH"
      2 "NU"
      3 "GS"
      3 "MS"
      4 "CK"
      5 "FM"
      5 "SB"
      6 "SH"
      8 "AX"
      8 "KP"
      9 "TM"
     10 "SM"
     11 "CF"
     12 "FJ"
     13 "PW"
     14 "VU"
     15 "MF"
     17 "AS"
     17 "BQ"
     17 "TO"
     18 "GQ"
     19 "GL"
     19 "MH"
     22 "GW"
     22 "YT"
     24 "BI"
     31 "DJ"
     31 "KM"
     32 "TJ"
     33 "FO"
     33 "JE"
     34 "AQ"
     35 "GG"
     35 "ST"
     38 "PF"
     40 "LI"
     44 "VA"
     45 "CW"
     45 "WS"
     47 "BT"
     51 "SD"
     54 "SR"
     54 "TL"
     56 "SX"
     57 "AI"
     59 "MD"
     59 "NC"
     64 "PR"
     68 "MP"
     69 "BL"
     72 "MR"
     75 "GI"
     77 "MG"
     93 "GD"
     95 "SC"
    100 "CG"
    100 "CV"
    101 "PG"
    102 "MC"
    104 "BF"
    109 "LR"
    114 "TD"
    122 "VI"
    130 "GA"
    137 "GY"
    145 "GM"
    151 "DM"
    153 "GF"
    166 "AD"
    169 "NE"
    175 "GU"
    176 "RE"
    189 "VG"
    194 "BZ"
    198 "AM"
    198 "TC"
    209 "IM"
    212 "AL"
    215 "SO"
    222 "ML"
    224 "VC"
    241 "LU"
    242 "KN"
    248 "LT"
    252 "EE"
    253 "SL"
    262 "AW"
    265 "BM"
    272 "MO"
    272 "MU"
    275 "UZ"
    284 "KG"
    293 "AF"
    293 "ET"
    319 "KY"
    327 "LA"
    328 "TG"
    352 "BJ"
    352 "GN"
    379 "SK"
    402 "BN"
    408 "AG"
    437 "MQ"
    458 "CU"
    469 "MK"
    476 "IS"
    488 "XK"
    496 "GE"
    541 "SI"
    551 "SY"
    582 "MM"
    591 "LC"
    599 "BA"
    599 "MT"
    602 "KH"
    603 "TN"
    623 "SZ"
    643 "LS"
    686 "BG"
    770 "LV"
    770 "MV"
    798 "RW"
    803 "ME"
    809 "KZ"
    914 "CD"
    953 "GP"
    972 "RO"
   1048 "MZ"
   1091 "BB"
   1130 "AZ"
   1153 "BO"
   1229 "HT"
   1269 "YE"
   1307 "AO"
   1355 "BY"
   1432 "HU"
   1478 "MW"
   1479 "MN"
   1500 "ZW"
   1564 "HR"
   1565 null
   1566 "DZ"
   1574 "CY"
   1615 "TT"
   1745 "MA"
   1864 "CI"
   1945 "DK"
   1997 "HK"
   2004 "NP"
   2039 "VN"
   2043 "ZM"
   2062 "NI"
   2192 "BD"
   2205 "SN"
   2241 "LK"
   2271 "BS"
   2287 "SV"
   2339 "NO"
   2568 "CZ"
   2624 "NA"
   2704 "HN"
   2821 "CM"
   2913 "BW"
   3138 "AT"
   3517 "GT"
   3528 "FI"
   3736 "JO"
   3813 "GR"
   4004 "CR"
   4008 "LY"
   4049 "QA"
   4179 ""
   4244 "UG"
   4276 "CH"
   4325 "JM"
   4336 "TZ"
   4465 "RS"
   4808 "SG"
   4848 "LB"
   4948 "NZ"
   5089 "TW"
   5343 "UA"
   5591 "IR"
   5628 "IL"
   6054 "BH"
   6461 "PA"
   6808 "PY"
   6937 "DO"
   7140 "BE"
   7176 "OM"
   7428 "IQ"
   7534 "CN"
   7638 "SE"
   7880 "PL"
   8566 "PE"
   8819 "EC"
  10559 "UY"
  11601 "KE"
  11692 "VE"
  12568 "KR"
  12993 "IE"
  13198 "GH"
  14814 "PK"
  16465 "KW"
  16660 "NL"
  18749 "AE"
  18867 "PT"
  21631 "RU"
  25481 "DE"
  25534 "CL"
  28844 "IT"
  29137 "EG"
  30462 "AU"
  39638 "CO"
  49563 "TH"
  52684 "CA"
  56754 "FR"
  59366 "MY"
  64003 "ZA"
  65764 "NG"
  68448 "SA"
  70667 "MX"
  80147 "AR"
  93060 "ES"
  98014 "TR"
 111695 "IN"
 146416 "ID"
 173852 "GB"
 175233 "PH"
 255944 "JP"
 576772 "BR"
1073116 "US"
