      1 ka
      1 kn
      1 ml
      1 my
      1 pa
      1 sd
      2 ps
      4 ta
      5 mr
      6 bn
      7 bg
      7 sr
      8 te
     11 am
     11 el
     13 ne
     15 si
     34 uk
     52 vi
     91 sl
    100 ur
    115 fa
    165 lv
    176 is
    184 iw
    206 th
    211 hu
    239 ro
    244 ko
    251 eu
    273 lt
    274 cs
    317 hi
    391 zh
    465 fi
    477 ru
    487 ca
    563 no
    586 da
    629 sv
    783 pl
    789 nl
    847 tr
    967 cy
   1148 et
   1228 it
   1507 de
   2080 ar
   2243 ja
   2818 fr
   3049 in
   3474 ht
   3535 tl
   4554 pt
  25280 es
 111438 und
 862033 en
